id_orden;linea_orden;fecha_orden;id_cliente;id_vendedor;id_producto;cantidad
49;8;28/01/2004;18911;3;5382;1
49;9;28/01/2004;18911;6;9316;2
50;1;7/01/2004;10453;10;6800;2
50;2;7/01/2004;10453;3;4434;1
50;3;7/01/2004;10453;96;7032;1
51;1;7/01/2004;15185;87;162;3
51;2;7/01/2004;15185;33;8525;2
51;3;7/01/2004;15185;11;3215;3
51;4;7/01/2004;15185;74;5269;3
51;5;7/01/2004;15185;1;2503;1
51;6;7/01/2004;15185;56;733;2
51;7;7/01/2004;15185;43;8899;2
52;1;17/01/2004;16427;54;3440;2
52;2;17/01/2004;16427;9;440;1
52;3;17/01/2004;16427;3;51;2
52;4;17/01/2004;16427;35;2929;3
52;5;17/01/2004;16427;91;8202;2
52;6;17/01/2004;16427;7;4675;1
52;7;17/01/2004;16427;93;1910;2
53;1;29/01/2004;868;6;7114;2
53;2;29/01/2004;868;57;929;3
53;3;29/01/2004;868;86;8675;1
54;1;15/01/2004;15146;100;5787;3
55;1;24/01/2004;18452;51;9465;1
55;2;24/01/2004;18452;16;2749;1
55;3;24/01/2004;18452;90;8098;1
55;4;24/01/2004;18452;96;7468;1
55;5;24/01/2004;18452;20;1734;3
55;6;24/01/2004;18452;73;7609;1
55;7;24/01/2004;18452;69;9812;3
55;8;24/01/2004;18452;100;3416;3
56;1;15/01/2004;8688;82;6005;1
56;2;15/01/2004;8688;100;813;2
56;3;15/01/2004;8688;83;1370;2
57;1;4/01/2004;17614;37;6684;2
57;2;4/01/2004;17614;12;3124;3
58;1;24/01/2004;2442;80;3993;1
58;2;24/01/2004;2442;70;4527;1
58;3;24/01/2004;2442;99;3083;2
58;4;24/01/2004;2442;24;55;2
58;5;24/01/2004;2442;82;1263;2
59;1;3/01/2004;15606;69;9103;3
59;2;3/01/2004;15606;45;627;1
59;3;3/01/2004;15606;60;5271;1
59;4;3/01/2004;15606;39;9279;1
59;5;3/01/2004;15606;89;3880;2
59;6;3/01/2004;15606;76;6385;3
59;7;3/01/2004;15606;49;5395;2
60;1;26/01/2004;11554;35;7893;2
60;2;26/01/2004;11554;18;3819;1
61;1;26/01/2004;7747;16;8493;3
61;2;26/01/2004;7747;81;7145;2
61;3;26/01/2004;7747;96;5162;2
61;4;26/01/2004;7747;32;5025;2
61;5;26/01/2004;7747;61;6719;1
61;6;26/01/2004;7747;77;7560;2
61;7;26/01/2004;7747;82;1391;1
61;8;26/01/2004;7747;40;1959;3
61;9;26/01/2004;7747;32;8443;3
62;1;6/01/2004;13335;94;8885;1
63;1;15/01/2004;5407;67;6577;3
63;2;15/01/2004;5407;31;2220;2
63;3;15/01/2004;5407;99;7785;3
64;1;5/01/2004;5893;78;8735;1
64;2;5/01/2004;5893;41;6740;2
64;3;5/01/2004;5893;6;8326;3
64;4;5/01/2004;5893;93;7734;1
64;5;5/01/2004;5893;85;5905;2
64;6;5/01/2004;5893;65;7638;3
65;1;9/01/2004;1536;16;1790;2
65;2;9/01/2004;1536;28;4431;2
66;1;21/01/2004;2014;23;6077;1
66;2;21/01/2004;2014;22;8058;3
66;3;21/01/2004;2014;7;3988;2
66;4;21/01/2004;2014;87;3943;1
66;5;21/01/2004;2014;32;5997;1
66;6;21/01/2004;2014;54;9016;2
66;7;21/01/2004;2014;94;8813;3
66;8;21/01/2004;2014;21;4607;2
67;1;10/01/2004;4489;51;3012;1
67;2;10/01/2004;4489;100;7495;2
67;3;10/01/2004;4489;37;4859;1
67;4;10/01/2004;4489;88;8589;1
67;5;10/01/2004;4489;4;2932;1
67;6;10/01/2004;4489;97;29;3
68;1;9/01/2004;16173;68;1755;1
68;2;9/01/2004;16173;51;9598;3
68;3;9/01/2004;16173;78;1130;3
68;4;9/01/2004;16173;29;2073;3
68;5;9/01/2004;16173;99;5362;3
68;6;9/01/2004;16173;81;4659;3
68;7;9/01/2004;16173;23;8924;3
69;1;13/01/2004;3870;62;6737;1
69;2;13/01/2004;3870;61;3472;2
70;1;15/01/2004;12808;52;5412;1
70;2;15/01/2004;12808;23;2687;1
70;3;15/01/2004;12808;18;6934;2
70;4;15/01/2004;12808;39;2364;2
70;5;15/01/2004;12808;5;2192;2
71;1;16/01/2004;8529;99;944;3
72;1;28/01/2004;19733;3;1802;2
72;2;28/01/2004;19733;79;4390;3
72;3;28/01/2004;19733;40;6831;3
73;1;12/01/2004;2807;23;6005;3
74;1;4/01/2004;17382;89;3132;2
74;2;4/01/2004;17382;69;4557;2
74;3;4/01/2004;17382;71;7451;3
74;4;4/01/2004;17382;88;9588;1
74;5;4/01/2004;17382;58;206;1
74;6;4/01/2004;17382;44;8979;3
74;7;4/01/2004;17382;56;398;2
74;8;4/01/2004;17382;6;1839;1
75;1;25/01/2004;12456;89;4090;2
75;2;25/01/2004;12456;34;6019;3
75;3;25/01/2004;12456;31;5634;1
75;4;25/01/2004;12456;69;8033;3
75;5;25/01/2004;12456;86;714;3
76;1;15/01/2004;7691;84;9169;1
76;2;15/01/2004;7691;57;9009;3
76;3;15/01/2004;7691;63;1918;3
76;4;15/01/2004;7691;48;9287;1
76;5;15/01/2004;7691;21;8210;3
76;6;15/01/2004;7691;23;5088;1
76;7;15/01/2004;7691;67;1883;1
76;8;15/01/2004;7691;98;6276;1
76;9;15/01/2004;7691;24;7487;1
77;1;23/01/2004;7011;57;5528;3
77;2;23/01/2004;7011;96;9578;2
77;3;23/01/2004;7011;12;6379;2
78;1;1/01/2004;19921;35;993;1
78;2;1/01/2004;19921;63;8011;1
78;3;1/01/2004;19921;40;1861;3
78;4;1/01/2004;19921;86;3808;1
78;5;1/01/2004;19921;37;6981;3
78;6;1/01/2004;19921;94;117;3
78;7;1/01/2004;19921;72;1768;2
78;8;1/01/2004;19921;87;1483;3
78;9;1/01/2004;19921;13;6757;3
79;1;9/01/2004;10955;23;2230;1
79;2;9/01/2004;10955;17;4527;3
79;3;9/01/2004;10955;9;5458;2
79;4;9/01/2004;10955;95;8569;3
79;5;9/01/2004;10955;18;3867;3
79;6;9/01/2004;10955;55;1742;1
79;7;9/01/2004;10955;94;2472;2
79;8;9/01/2004;10955;72;9174;2
80;1;12/01/2004;12310;15;5019;3
80;2;12/01/2004;12310;48;180;2
80;3;12/01/2004;12310;39;6195;3
80;4;12/01/2004;12310;90;5202;3
81;1;8/01/2004;13507;67;7883;1
81;2;8/01/2004;13507;67;3252;2
81;3;8/01/2004;13507;9;6380;1
81;4;8/01/2004;13507;38;2436;1
81;5;8/01/2004;13507;10;1382;2
82;1;7/01/2004;7706;46;132;1
82;2;7/01/2004;7706;15;7452;2
83;1;17/01/2004;4940;64;8971;3
83;2;17/01/2004;4940;20;2355;2
83;3;17/01/2004;4940;72;7395;2
83;4;17/01/2004;4940;40;925;2
83;5;17/01/2004;4940;34;9413;3
84;1;20/01/2004;5329;9;4485;2
84;2;20/01/2004;5329;8;3026;2
84;3;20/01/2004;5329;85;8760;2
85;1;31/01/2004;13076;32;7988;2
85;2;31/01/2004;13076;12;5156;1
85;3;31/01/2004;13076;30;6367;3
85;4;31/01/2004;13076;72;8642;2
85;5;31/01/2004;13076;82;5843;1
85;6;31/01/2004;13076;75;9509;1
85;7;31/01/2004;13076;1;5765;1
85;8;31/01/2004;13076;96;7872;2
85;9;31/01/2004;13076;70;9242;2
86;1;25/01/2004;2777;74;5972;1
86;2;25/01/2004;2777;77;8192;2
86;3;25/01/2004;2777;60;5228;3
87;1;4/01/2004;3345;80;5570;1
87;2;4/01/2004;3345;63;2480;1
87;3;4/01/2004;3345;82;317;1
87;4;4/01/2004;3345;81;7273;2
87;5;4/01/2004;3345;65;2118;3
87;6;4/01/2004;3345;73;9397;3
87;7;4/01/2004;3345;76;7216;3
87;8;4/01/2004;3345;56;3060;2
87;9;4/01/2004;3345;21;1542;1
88;1;25/01/2004;17189;23;8674;1
88;2;25/01/2004;17189;8;8547;2
88;3;25/01/2004;17189;82;9328;3
88;4;25/01/2004;17189;31;5573;3
89;1;29/01/2004;2284;20;3078;1
89;2;29/01/2004;2284;80;2671;1
90;1;21/01/2004;9578;97;2672;2
90;2;21/01/2004;9578;25;3141;2
90;3;21/01/2004;9578;14;804;2
90;4;21/01/2004;9578;99;6633;3
90;5;21/01/2004;9578;66;3277;3
90;6;21/01/2004;9578;40;2465;1
91;1;4/01/2004;2023;12;826;1
92;1;24/01/2004;19791;48;1445;2
92;2;24/01/2004;19791;65;8008;2
92;3;24/01/2004;19791;73;5993;2
92;4;24/01/2004;19791;84;8905;1
92;5;24/01/2004;19791;46;356;1
92;6;24/01/2004;19791;25;7473;2
92;7;24/01/2004;19791;12;7307;3
93;1;26/01/2004;7879;10;3799;3
93;2;26/01/2004;7879;55;3404;2
94;1;2/01/2004;18507;79;677;2
94;2;2/01/2004;18507;29;1123;1
95;1;4/01/2004;5134;55;6683;2
95;2;4/01/2004;5134;75;3554;2
95;3;4/01/2004;5134;94;8002;2
95;4;4/01/2004;5134;58;7162;2
95;5;4/01/2004;5134;92;7405;2
95;6;4/01/2004;5134;65;3750;2
95;7;4/01/2004;5134;90;8409;1
95;8;4/01/2004;5134;64;7036;1
95;9;4/01/2004;5134;13;65;1
96;1;23/01/2004;931;25;1692;1
96;2;23/01/2004;931;92;6336;1
96;3;23/01/2004;931;87;3610;3
97;1;17/01/2004;4986;79;7370;1
97;2;17/01/2004;4986;93;7650;2
98;1;13/01/2004;9623;55;9281;2
98;2;13/01/2004;9623;35;6918;3
99;1;17/01/2004;7907;70;4393;3
99;2;17/01/2004;7907;38;5798;2
99;3;17/01/2004;7907;46;142;3
99;4;17/01/2004;7907;24;4453;2
99;5;17/01/2004;7907;95;304;3
100;1;13/01/2004;11368;80;7747;3
101;1;2/01/2004;10792;77;208;2
101;2;2/01/2004;10792;35;5632;3
101;3;2/01/2004;10792;40;8731;1
101;4;2/01/2004;10792;59;7176;2
102;1;21/01/2004;14140;84;4248;2
103;1;16/01/2004;8779;40;866;1
103;2;16/01/2004;8779;39;7493;2
103;3;16/01/2004;8779;1;8606;3
103;4;16/01/2004;8779;49;5084;2
103;5;16/01/2004;8779;40;5970;2
103;6;16/01/2004;8779;83;1749;3
103;7;16/01/2004;8779;65;9745;1
103;8;16/01/2004;8779;69;3401;2
103;9;16/01/2004;8779;2;1443;1
104;1;25/01/2004;17236;88;5688;2
104;2;25/01/2004;17236;3;5323;3
104;3;25/01/2004;17236;94;592;1
104;4;25/01/2004;17236;18;4325;1
105;1;31/01/2004;10381;36;9932;2
105;2;31/01/2004;10381;78;5271;2
105;3;31/01/2004;10381;68;1091;1
105;4;31/01/2004;10381;20;464;1
105;5;31/01/2004;10381;69;503;1
105;6;31/01/2004;10381;3;4795;2
105;7;31/01/2004;10381;56;5586;2
106;1;19/01/2004;7022;86;7939;1
106;2;19/01/2004;7022;70;7627;1
107;1;2/01/2004;16437;86;1429;1
107;2;2/01/2004;16437;17;9993;3
107;3;2/01/2004;16437;12;517;3
107;4;2/01/2004;16437;49;2300;2
107;5;2/01/2004;16437;1;4939;2
108;1;22/01/2004;10804;84;5611;1
108;2;22/01/2004;10804;56;1433;1
108;3;22/01/2004;10804;11;7262;3
108;4;22/01/2004;10804;30;4707;1
108;5;22/01/2004;10804;64;9631;1
108;6;22/01/2004;10804;45;2659;3
108;7;22/01/2004;10804;73;5907;1
109;1;17/01/2004;18937;90;2762;3
109;2;17/01/2004;18937;61;4467;1
109;3;17/01/2004;18937;8;7854;3
109;4;17/01/2004;18937;3;9066;1
109;5;17/01/2004;18937;95;157;2
109;6;17/01/2004;18937;75;8194;2
109;7;17/01/2004;18937;70;3622;2
110;1;23/01/2004;10107;13;2520;3
110;2;23/01/2004;10107;89;6789;1
110;3;23/01/2004;10107;36;2353;3
110;4;23/01/2004;10107;37;9409;3
110;5;23/01/2004;10107;68;2583;2
111;1;24/01/2004;1041;44;8451;2
112;1;12/01/2004;12608;49;9096;1
112;2;12/01/2004;12608;28;8924;3
112;3;12/01/2004;12608;22;9567;1
113;1;4/01/2004;13955;20;1651;1
113;2;4/01/2004;13955;53;5801;3
113;3;4/01/2004;13955;83;2269;3
113;4;4/01/2004;13955;6;7886;1
113;5;4/01/2004;13955;94;6412;1
113;6;4/01/2004;13955;11;6561;2
114;1;4/01/2004;16702;53;4607;3
114;2;4/01/2004;16702;2;5743;3
114;3;4/01/2004;16702;62;1225;2
114;4;4/01/2004;16702;27;808;1
114;5;4/01/2004;16702;82;2127;1
114;6;4/01/2004;16702;75;2693;1
114;7;4/01/2004;16702;64;7352;1
114;8;4/01/2004;16702;57;9314;3
114;9;4/01/2004;16702;69;408;2
115;1;24/01/2004;5352;26;4353;3
115;2;24/01/2004;5352;47;5795;1
115;3;24/01/2004;5352;63;3818;3
115;4;24/01/2004;5352;58;9264;3
115;5;24/01/2004;5352;52;6223;2
116;1;22/01/2004;3929;52;6802;1
116;2;22/01/2004;3929;75;8212;3
116;3;22/01/2004;3929;45;2681;1
116;4;22/01/2004;3929;41;2148;1
116;5;22/01/2004;3929;43;1194;1
116;6;22/01/2004;3929;14;9034;1
116;7;22/01/2004;3929;86;6576;2
116;8;22/01/2004;3929;26;4278;3
117;1;6/01/2004;17259;81;9543;2
117;2;6/01/2004;17259;82;4380;3
117;3;6/01/2004;17259;19;1784;1
117;4;6/01/2004;17259;79;2677;3
117;5;6/01/2004;17259;59;2566;2
117;6;6/01/2004;17259;55;6685;3
117;7;6/01/2004;17259;61;6482;2
118;1;26/01/2004;18326;48;9195;3
119;1;6/01/2004;16458;44;4704;1
119;2;6/01/2004;16458;38;8323;2
119;3;6/01/2004;16458;2;1501;3
119;4;6/01/2004;16458;90;4101;1
119;5;6/01/2004;16458;37;1182;3
119;6;6/01/2004;16458;67;9850;1
119;7;6/01/2004;16458;25;9082;1
119;8;6/01/2004;16458;100;1586;1
120;1;21/01/2004;16542;14;3167;3
120;2;21/01/2004;16542;15;2345;3
120;3;21/01/2004;16542;35;9754;1
121;1;19/01/2004;3318;82;140;2
121;2;19/01/2004;3318;37;7427;3
121;3;19/01/2004;3318;43;976;3
121;4;19/01/2004;3318;8;6305;2
121;5;19/01/2004;3318;53;9971;3
122;1;12/01/2004;19640;24;2346;1
122;2;12/01/2004;19640;52;4284;3
122;3;12/01/2004;19640;35;307;2
123;1;7/01/2004;6946;28;2440;2
123;2;7/01/2004;6946;25;6111;3
123;3;7/01/2004;6946;87;6021;2
123;4;7/01/2004;6946;58;2954;2
123;5;7/01/2004;6946;55;351;1
124;1;15/01/2004;2652;25;6402;3
125;1;27/01/2004;19913;89;2593;1
125;2;27/01/2004;19913;71;897;3
125;3;27/01/2004;19913;41;488;1
125;4;27/01/2004;19913;59;2173;1
125;5;27/01/2004;19913;15;4676;3
125;6;27/01/2004;19913;69;7287;3
125;7;27/01/2004;19913;53;1143;2
125;8;27/01/2004;19913;26;5514;3
126;1;29/01/2004;16933;57;8846;3
126;2;29/01/2004;16933;89;952;3
126;3;29/01/2004;16933;78;8868;3
126;4;29/01/2004;16933;26;7430;3
126;5;29/01/2004;16933;48;7310;2
126;6;29/01/2004;16933;2;6139;3
126;7;29/01/2004;16933;1;7968;3
126;8;29/01/2004;16933;62;6778;3
126;9;29/01/2004;16933;85;8237;3
127;1;4/01/2004;5824;64;27;3
127;2;4/01/2004;5824;83;1854;2
127;3;4/01/2004;5824;25;4036;1
127;4;4/01/2004;5824;87;4006;3
127;5;4/01/2004;5824;70;757;1
127;6;4/01/2004;5824;80;5300;1
127;7;4/01/2004;5824;11;1003;2
127;8;4/01/2004;5824;87;9062;3
128;1;5/01/2004;12742;97;6273;1
128;2;5/01/2004;12742;60;4618;1
128;3;5/01/2004;12742;23;1381;1
128;4;5/01/2004;12742;40;2000;1
128;5;5/01/2004;12742;48;5766;3
128;6;5/01/2004;12742;36;1008;2
128;7;5/01/2004;12742;66;4604;1
129;1;5/01/2004;17278;47;5996;2
129;2;5/01/2004;17278;21;8188;1
129;3;5/01/2004;17278;58;6456;3
129;4;5/01/2004;17278;77;5463;2
129;5;5/01/2004;17278;18;7622;3
130;1;6/01/2004;5159;12;5505;3
130;2;6/01/2004;5159;43;1209;3
130;3;6/01/2004;5159;99;1961;1
130;4;6/01/2004;5159;27;9437;3
130;5;6/01/2004;5159;4;938;1
130;6;6/01/2004;5159;96;3519;2
130;7;6/01/2004;5159;34;3305;2
130;8;6/01/2004;5159;28;4180;3
131;1;1/01/2004;351;56;1471;3
131;2;1/01/2004;351;52;7563;3
131;3;1/01/2004;351;98;4014;2
131;4;1/01/2004;351;96;3841;2
131;5;1/01/2004;351;26;7764;3
